id,text,label,language,source,notes
NLP0156,Illegal parking po: jeep nakaharang habang nakaparada sa gilid ng daan please verify this report.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0157,"May nakaparadang kotse sa kalsada, hindi makadaan nang maayos ang mga tao.",illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0158,"Sidewalk obstruction po, stall occupying sa tapat ng tindahan.",sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0159,Paki-verify po yung mesa ng vendor na nakalagay sa sidewalk.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0160,May traffic cone na nasa gitna sa kalsada at nakakaabala sa mga dumadaan.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0161,Paki-verify po yung sidewalk vendor na blocking sa sidewalk.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0162,A kotse is parked sa gilid ng daan and blocks the way.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0163,May mga fallen branches na naiwan sa barangay road at sagabal sa daan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0164,kaninang umaga may private car na parked at nakakasikip sa sidewalk.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0165,Paki-check po ang sako ng basura na blocking sa kalsada.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0166,"clear naman po ang daan, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0167,There are plastic waste sa kalsada blocking the path.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0168,May old furniture na nakaharang sa gilid ng daan .,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0169,May plastic waste na nakaharang near the barangay hall na nagdudulot ng traffic.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0170,There are garbage bags malapit sa school blocking the path.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0171,Garbage/debris obstruction po sa gilid ng daan: kalat iniwan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0172,May motorcycle na parked sa barangay road .,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0173,"Sidewalk obstruction po, tarpaulin stand nakaharang sa main road.",sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0174,ngayong hapon may tambak na tambak na basura malapit sa school.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0175,"this morning clear naman po ang sidewalk, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0176,May tambak na basura na nakakalat malapit sa school please verify this report.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0177,May display rack na occupying sa sidewalk na nagdudulot ng traffic.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0178,since yesterday may tambak na sirang kahoy sa kalsada.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0179,"May nakaparadang jeep sa gilid ng daan, hindi makadaan nang maayos ang mga tao.",illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0180,today may construction materials sa kalsada na sagabal sa daan.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0181,Garbage/debris obstruction po sa gilid ng daan: debris nakakalat.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0182,kanina pa may nakaharang sa sidewalk: tindahan extension.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0183,kaninang umaga may van na parked at nakakasikip sa tapat ng tindahan.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0184,Paki-verify po yung tindahan extension na nakaharang sa sidewalk.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0185,may tambak na kalat sa gilid ng daan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0186,"Sidewalk obstruction po, motorcycle sa sidewalk nakalagay sa intersection.",sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0187,"Wala pong violation sa area, clear ang barangay road.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0188,A metal frame is blocking the road sa eskinita.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0189,"Road obstruction po, may barrier na nakaharang sa daanan.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0190,"Road obstruction po, may wooden barricade na nasa gitna sa daanan.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0191,Paki-validate po yung semento na stored sa gilid ng daan.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0192,May bricks na nakaharang sa tapat ng tindahan kaya nahihirapan dumaan ang tao.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0193,today may obstruction sa main road: barrier.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0194,There are fallen branches near the barangay hall blocking the path.,garbage_debris,english,chatgpt_synthetic,synthetic thesis prototype row
NLP0195,May semento sa daan na hindi pa nililipat.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0196,during rush hour may nakaharang sa sidewalk: display rack.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0197,"Wala pong violation sa area, malinis ang barangay road.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0198,"May nakaharang na large container sa barangay road, delikado sa motorista.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0199,Construction material obstruction: steel bars blocking sa kalsada.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0200,for several hours may tambak na garbage bags sa barangay road.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0201,May wooden barricade na nakaharang malapit sa palengke please verify this report.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0202,"May nakaparadang jeep sa public road, hindi makadaan nang maayos ang mga tao.",illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0203,this morning may nakaharang sa sidewalk: paninda.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0204,simula kagabi may construction materials sa intersection na sagabal sa daan.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0205,may delivery van na parked at nakakasikip sa main road.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0206,since yesterday may nakaharang sa sidewalk: paninda.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
